Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Joseph Smith,37,entrepreneur,married,secondary,no,351,yes,no,5,jun,169,3,-1,0,unknown,no,5125317182,susanbrady@example.com,"535 Rich Points Apt. 893
Graveschester, DE 31788",False,sofi.com/personal-loans,104
Jesus Dunn,26,admin.,divorced,secondary,no,-45,yes,no,4,jun,357,2,-1,0,unknown,no,2724384323,amymartin@example.net,"14802 Bowman Motorway
Lake Erika, NC 44472",True,sofi.com/personal-loans,103
Melissa Weber,38,services,married,secondary,no,823,yes,no,3,jun,132,5,-1,0,unknown,no,9007629220,david53@example.com,"527 Robert Run Apt. 148
New Matthewborough, VT 97909",False,sofi.com/personal-loans,103
Jennifer Boyd,32,services,single,secondary,no,81,yes,no,7,may,126,5,-1,0,unknown,no,4678465241,kenneth19@example.com,"2102 Sharp Underpass Suite 797
Welchstad, ND 23806",False,sofi.com/personal-loans,103
Anne Nelson,53,blue-collar,married,primary,no,1715,yes,yes,27,may,27,1,-1,0,unknown,no,4183173057,angela22@example.net,"005 King Fords Apt. 493
West Kyleburgh, MA 81197",True,sofi.com/personal-loans,103
Valerie Stokes,26,admin.,married,secondary,no,0,no,no,27,may,755,1,-1,0,unknown,no,8896216972,nicholasmunoz@example.net,"USNS Hoffman
FPO AE 36137",False,sofi.com/personal-loans,103
Michael Ross,49,blue-collar,married,secondary,no,134,yes,yes,27,may,265,2,-1,0,unknown,no,4168085803,henry78@example.net,"11483 Mullins Orchard Apt. 050
Port Kimberly, NY 51456",False,sofi.com/personal-loans,103
Jennifer King,42,housemaid,married,primary,no,17,yes,no,6,may,124,1,-1,0,unknown,no,7279169719,gmarshall@example.org,"Unit 8118 Box 9557
DPO AP 75053",False,sofi.com/personal-loans,103
Laura Kidd,30,blue-collar,single,secondary,no,648,yes,yes,8,may,287,1,-1,0,unknown,no,5132711960,william63@example.com,"3468 Robbins Ports Apt. 138
Michaelhaven, ID 86811",False,sofi.com/personal-loans,103
Janet Tapia,29,blue-collar,single,primary,no,213,yes,no,6,jun,2653,3,-1,0,unknown,yes,8578509108,brandon18@example.com,"28967 Waters Flat Suite 311
Port Nicholemouth, MO 43627",True,sofi.com/personal-loans,103
Casey Smith,38,blue-collar,married,primary,no,2569,no,no,9,jun,172,1,-1,0,unknown,no,9518378611,yconner@example.net,"930 Victoria Greens Suite 681
Lyonstown, CO 63085",True,sofi.com/personal-loans,103
Steven Clark,30,blue-collar,married,secondary,no,173,yes,no,13,may,217,1,-1,0,unknown,no,9197962421,rwaters@example.net,"733 Margaret Park
West Richard, MH 22182",True,sofi.com/personal-loans,102
Jessica Smith,34,technician,single,secondary,no,0,yes,yes,16,may,214,1,-1,0,unknown,no,7513004088,teresaherrera@example.org,"81741 Carr Oval Apt. 951
Port Alicia, PR 70809",False,sofi.com/personal-loans,102
Mark Lyons,43,admin.,divorced,tertiary,no,1440,yes,yes,30,may,254,1,-1,0,unknown,no,2437085290,brookewilson@example.org,"0203 Rowe Avenue Suite 443
East Stephenburgh, AS 39883",True,sofi.com/personal-loans,102
Steven Hess,36,admin.,married,secondary,no,4785,no,yes,6,jun,250,1,-1,0,unknown,no,3806471114,jacob72@example.net,"4259 Kimberly Unions Suite 288
Taylorland, FL 94853",False,sofi.com/personal-loans,102
Katherine Johnson,33,technician,married,tertiary,no,480,yes,no,26,may,169,4,-1,0,unknown,no,8549883724,allen75@example.com,"5303 Murphy Plaza Suite 661
Brianberg, ME 81449",False,sofi.com/personal-loans,102
Briana Weber,53,unknown,married,unknown,no,1347,no,no,5,jun,92,2,-1,0,unknown,no,4667590671,chadoneill@example.com,"55514 Hill Bridge
New Clayton, AS 44361",False,sofi.com/personal-loans,102
Jason Bryant,39,services,divorced,secondary,no,892,yes,no,2,jun,26,1,-1,0,unknown,no,4328350591,wilsonkyle@example.com,"03409 Garcia Park
West Courtneystad, FL 41450",False,sofi.com/personal-loans,102
Dr. Joshua Myers MD,36,blue-collar,married,secondary,no,590,yes,no,9,may,282,2,-1,0,unknown,no,4373422662,csanders@example.org,"6082 Arnold Road Apt. 162
Scottmouth, MA 78022",True,sofi.com/personal-loans,102
Karla Hall,40,technician,single,primary,no,340,yes,no,29,may,146,1,-1,0,unknown,no,6686218615,vcordova@example.net,"1731 Brown River Suite 987
Elizabethton, DE 50718",False,sofi.com/personal-loans,102
Dustin Blake,57,retired,married,primary,no,207,yes,no,8,may,193,1,-1,0,unknown,no,6476074897,corey77@example.net,"277 Gabriel Streets Suite 080
Hicksburgh, CA 64337",False,sofi.com/personal-loans,102
Brianna Ramos,45,blue-collar,married,secondary,no,784,yes,yes,3,jun,34,1,-1,0,unknown,no,3642701044,fcunningham@example.org,"3753 Jay Circle
South Cassandra, WV 93655",True,sofi.com/personal-loans,102
Sharon Thornton,26,blue-collar,single,secondary,no,17891,yes,no,3,jun,239,1,-1,0,unknown,no,3457020992,aguirremichael@example.com,"Unit 0693 Box 4067
DPO AE 39056",False,sofi.com/personal-loans,102
Tammy Olsen,51,management,married,tertiary,no,1355,yes,no,3,jun,272,1,-1,0,unknown,no,8704765820,guzmanerin@example.net,"1356 Mcgee Trail Apt. 480
Cheyennestad, NJ 17633",True,sofi.com/personal-loans,101
Jonathan Green,30,blue-collar,married,secondary,no,68,yes,yes,16,may,393,2,-1,0,unknown,no,9313503672,oenglish@example.org,"USCGC Jones
FPO AE 98431",True,sofi.com/personal-loans,101
Daniel Miller,39,blue-collar,married,primary,no,2862,yes,no,28,may,227,2,-1,0,unknown,no,6972811611,elizabeth15@example.org,"15905 Jeremy Parkways Apt. 960
West Tylerview, NE 14908",False,sofi.com/personal-loans,101
Rebecca Frye,35,services,married,secondary,no,1053,yes,no,16,may,25,1,-1,0,unknown,no,6492414009,hpatterson@example.org,"63880 Christina Place Suite 448
New Jeremiah, MT 98119",True,sofi.com/personal-loans,101
Steven Harvey,23,blue-collar,single,secondary,no,4084,yes,no,3,jun,118,7,-1,0,unknown,no,3003008439,anthonyscott@example.com,"64497 Buck Brook
East Johnview, MP 84344",False,sofi.com/personal-loans,101
Regina Hamilton,26,management,single,tertiary,no,498,yes,no,8,may,99,3,-1,0,unknown,no,2192432202,erichardson@example.org,"03089 Antonio Station Apt. 911
South Anna, VT 17722",True,sofi.com/personal-loans,101
Danielle Payne,45,services,single,secondary,no,-139,yes,no,9,may,663,3,-1,0,unknown,no,7437718986,tammyramirez@example.com,"29140 Tyrone Branch
West Ashley, AL 48349",False,sofi.com/personal-loans,101
Elizabeth Reid,43,self-employed,married,secondary,no,918,yes,no,6,may,193,1,-1,0,unknown,no,7066586723,gdavis@example.net,"84746 Ashley Islands
Collinsview, CT 51001",False,sofi.com/personal-loans,101
Chelsea Lopez,34,management,single,tertiary,no,872,yes,no,7,may,105,2,-1,0,unknown,no,4589528744,diane02@example.net,"PSC 6426, Box 4021
APO AA 79724",False,sofi.com/personal-loans,100
Michael Ellis,42,technician,single,secondary,no,0,yes,no,7,may,275,4,-1,0,unknown,no,2558543829,erichoward@example.com,"USNV Anderson
FPO AA 25327",False,sofi.com/personal-loans,100
Shannon Riggs,60,management,married,tertiary,no,13360,no,yes,5,jun,264,1,-1,0,unknown,no,2145275160,hoganalicia@example.com,"341 Austin Prairie
South Andrew, MT 49903",True,sofi.com/personal-loans,100
Danielle Strong,46,blue-collar,married,secondary,no,3696,yes,no,2,jun,161,2,-1,0,unknown,no,9309141853,guerreroteresa@example.org,"915 Shannon Points Apt. 941
Gordonport, FL 58536",True,sofi.com/personal-loans,100
Douglas Todd,34,technician,married,secondary,no,51,yes,no,5,may,19,2,-1,0,unknown,no,7774575657,martin75@example.net,"4016 Tammy Pine
Lake Rebeccafort, SD 24646",True,sofi.com/personal-loans,100
Javier Johnson,43,blue-collar,married,secondary,no,667,yes,no,7,may,228,3,-1,0,unknown,no,8214041750,potterandrea@example.com,"63445 Heather Vista
Batesmouth, FM 67730",True,sofi.com/personal-loans,100
Tammy Clark,36,management,married,tertiary,no,1125,yes,yes,16,may,339,5,-1,0,unknown,no,3253340658,christophertaylor@example.org,"19583 Brown Crossroad
West Jessicaborough, GU 45158",True,sofi.com/personal-loans,100
Pamela Sutton,50,blue-collar,married,primary,no,0,no,no,9,jun,199,4,-1,0,unknown,no,5574023001,dwilliams@example.org,"19971 Sanchez Rapid
Herrerafurt, CO 06331",True,sofi.com/personal-loans,100
Lee Rodriguez,43,blue-collar,divorced,secondary,no,370,yes,no,7,may,216,1,-1,0,unknown,no,9664392587,piercebrian@example.net,"239 Timothy Burg
Donnastad, CO 52721",False,sofi.com/personal-loans,100
Sarah Hess,29,technician,single,tertiary,no,1185,yes,no,26,may,536,1,-1,0,unknown,no,5349676395,ggomez@example.org,"3812 Kimberly Forest Apt. 480
West Meghantown, MA 44576",False,sofi.com/personal-loans,100
Amanda Moore,25,entrepreneur,single,tertiary,yes,6,yes,yes,27,may,3,4,-1,0,unknown,no,6546413492,phillip04@example.com,"66621 Christian Brook
South William, IA 82689",True,sofi.com/personal-loans,100
Nicholas Osborne,55,blue-collar,married,primary,no,1373,no,no,9,may,1087,2,-1,0,unknown,no,4948103048,michael63@example.org,"25907 Campbell Forges Suite 699
South Jenniferstad, WI 72015",True,sofi.com/personal-loans,100
William Thompson,43,blue-collar,married,primary,no,108,yes,yes,15,may,420,4,-1,0,unknown,no,9247885358,aedwards@example.net,"965 Samuel Courts Suite 580
Jeffland, ME 33480",False,sofi.com/personal-loans,99
Kyle Doyle,42,admin.,single,secondary,no,-76,yes,no,5,may,787,1,-1,0,unknown,no,9175467248,xhamilton@example.org,"6030 Todd Track Apt. 818
Kathrynberg, NM 53135",True,sofi.com/personal-loans,99
Kenneth Brown,25,services,married,secondary,no,50,yes,no,5,may,342,1,-1,0,unknown,no,5688628833,joshua45@example.net,"78451 Lee Underpass
Brookshaven, MN 85922",True,sofi.com/personal-loans,99
Felicia Alvarez,28,management,married,tertiary,no,13186,yes,no,27,may,466,2,-1,0,unknown,no,8376300789,tmartin@example.org,"583 Donald Spur
Lake John, NV 81496",False,sofi.com/personal-loans,99
Jill Sullivan,28,blue-collar,single,secondary,no,-284,yes,no,12,may,162,1,-1,0,unknown,no,7907593522,wrightjohn@example.org,"67102 Melissa Oval
Kristishire, ME 06857",False,sofi.com/personal-loans,99
Kevin Silva,26,blue-collar,single,secondary,yes,-23,yes,no,12,may,315,1,-1,0,unknown,no,6022381346,arroyojennifer@example.org,"USNS Reed
FPO AP 34563",True,sofi.com/personal-loans,99
James Roman,26,services,single,secondary,no,-224,yes,yes,3,jun,189,1,-1,0,unknown,no,4683169229,jensendeanna@example.org,"676 Evans Plaza Apt. 177
West Peter, KS 44404",False,sofi.com/personal-loans,99
Timothy York,27,management,single,tertiary,no,541,yes,no,12,may,145,1,-1,0,unknown,no,2768578532,sydneygonzalez@example.com,"870 Jason Junctions
South Jenna, NE 96087",False,sofi.com/personal-loans,99
David Nielsen,34,technician,single,secondary,no,-89,yes,no,12,may,209,1,-1,0,unknown,no,3258957999,matthewharper@example.org,"60179 Brittany Cove Apt. 619
Lake Alison, OK 31347",True,sofi.com/personal-loans,99
Caitlin Tucker,45,entrepreneur,single,tertiary,no,1410,yes,no,14,may,44,8,-1,0,unknown,no,3322987996,asimpson@example.org,"53083 Thomas Dale
West Dorothychester, CO 85517",True,sofi.com/personal-loans,99
Jennifer Hamilton,27,services,single,secondary,no,-20,no,no,16,may,757,6,-1,0,unknown,no,2848291026,parkerjeffrey@example.net,"46488 Owens Parks
Cameronberg, MP 44964",False,sofi.com/personal-loans,99
Kristy Rhodes,44,blue-collar,married,primary,no,140,yes,no,15,may,7,9,-1,0,unknown,no,3632815673,deborah50@example.org,"Unit 7490 Box 1737
DPO AE 33157",False,sofi.com/personal-loans,98
Susan Smith,52,blue-collar,married,secondary,no,161,yes,no,13,may,274,2,-1,0,unknown,no,6105981092,thompsonpatricia@example.org,"4343 Walter Island
Maryview, OH 25823",True,sofi.com/personal-loans,98
Lawrence Pearson Jr.,26,blue-collar,single,secondary,no,2,yes,no,30,may,170,4,-1,0,unknown,no,6539315438,dlittle@example.net,"19645 Emily Plaza
Porterville, WY 67554",False,sofi.com/personal-loans,98
Cindy Mills,31,admin.,divorced,secondary,no,-579,yes,no,26,may,150,1,-1,0,unknown,no,6224392477,caitlyn42@example.com,"PSC 5212, Box 0684
APO AA 61954",False,sofi.com/personal-loans,98
Melissa Smith,36,blue-collar,divorced,secondary,no,-159,yes,no,4,jun,382,3,-1,0,unknown,no,7579432192,josephwright@example.net,"51645 Rebecca Skyway Apt. 861
West Alexandrabury, MP 91023",True,sofi.com/personal-loans,98
Destiny Hampton,33,blue-collar,single,secondary,no,-147,yes,no,30,may,652,2,-1,0,unknown,no,2947849973,djenkins@example.com,"10266 Dustin Dale
Jamesfort, ME 65750",False,sofi.com/personal-loans,98
Daniel Salas,56,entrepreneur,divorced,secondary,no,155,no,no,5,may,118,3,-1,0,unknown,no,7854262845,sherrycastillo@example.org,"81665 Wendy Field
Wayneville, VA 31458",False,sofi.com/personal-loans,98
Stephanie Collins,48,services,divorced,secondary,no,0,yes,yes,15,may,263,1,-1,0,unknown,no,9023395921,parkerjonathan@example.com,"172 Thornton Freeway Suite 953
South Jeffreyside, RI 60393",False,sofi.com/personal-loans,98
Brandi Armstrong,35,management,married,tertiary,no,2529,yes,no,3,jun,104,7,-1,0,unknown,no,2918629103,znichols@example.net,"796 Sherry Walk
New Joshua, AK 15029",True,sofi.com/personal-loans,98
Todd Garcia,39,blue-collar,married,secondary,no,327,yes,no,20,may,244,1,-1,0,unknown,no,7079605151,jacqueline06@example.net,"15294 Cardenas Expressway Apt. 040
Dawnborough, MI 01565",True,sofi.com/personal-loans,98
Jacob Garcia,25,admin.,single,secondary,no,304,no,no,16,may,523,3,-1,0,unknown,no,5276605209,mariemiller@example.org,"22465 Kimberly Spring
West Davidmouth, MO 27843",True,sofi.com/personal-loans,98
Brian Greene,44,management,married,tertiary,no,392,yes,no,9,may,124,2,-1,0,unknown,no,8155932692,lozanonicole@example.net,"08894 Baker Islands Apt. 927
Kylietown, TN 84859",False,sofi.com/personal-loans,97
Dylan Carpenter,31,blue-collar,divorced,secondary,no,387,yes,no,12,may,220,3,-1,0,unknown,no,9858903576,gordonkyle@example.org,"564 Flores Park Apt. 583
Lake Seanchester, SC 08014",True,sofi.com/personal-loans,97
Carla Moore,33,blue-collar,married,primary,no,-81,yes,no,8,may,267,1,-1,0,unknown,no,8638025724,williamsnicole@example.net,"9887 Donaldson Station Apt. 781
Curtisville, CA 43962",False,sofi.com/personal-loans,97
Daniel Baker,34,services,married,secondary,no,1270,yes,no,21,may,494,3,-1,0,unknown,no,9816454926,anthony23@example.net,"Unit 9324 Box 2751
DPO AP 94042",False,sofi.com/personal-loans,97
Christopher Combs,36,management,married,tertiary,no,254,no,no,6,jun,161,3,-1,0,unknown,no,6694970401,lrivera@example.net,"PSC 2220, Box 2889
APO AP 95115",True,sofi.com/personal-loans,97
Virginia Osborn,47,technician,married,primary,no,145,yes,no,7,may,157,6,-1,0,unknown,no,3619294467,rcardenas@example.org,"99334 Chen Brooks Suite 448
East Allenberg, NY 43774",True,sofi.com/personal-loans,97
David Anderson,34,blue-collar,married,unknown,no,1117,yes,no,20,may,214,1,-1,0,unknown,no,8588872894,hcarter@example.org,"5053 Brittany Shoal
East Beckybury, NC 45518",False,sofi.com/personal-loans,97
Frederick Haley,46,technician,married,secondary,no,-59,yes,yes,2,jun,117,2,-1,0,unknown,no,4189909221,robertandersen@example.org,"0375 Stone Ports Apt. 175
Josephville, MS 72319",False,sofi.com/personal-loans,97
Steven Atkinson,58,retired,married,unknown,no,96,yes,no,5,may,616,1,-1,0,unknown,no,8545935296,ptate@example.com,"6637 Graham Club Apt. 676
East Alicia, OK 20704",False,sofi.com/personal-loans,96
Gary Gray,43,blue-collar,married,secondary,no,0,yes,yes,29,may,242,1,-1,0,unknown,no,6487477684,amandawilliamson@example.org,"16000 Cole Cove Suite 729
Staffordshire, MP 25749",True,sofi.com/personal-loans,96
Katherine Edwards,32,admin.,single,secondary,no,642,yes,no,28,may,71,2,-1,0,unknown,no,5445787776,tammylynch@example.org,"889 Clifford Via Suite 761
Debrabury, TN 78659",True,sofi.com/personal-loans,96
Rebecca Rosario,28,technician,single,tertiary,no,-31,yes,no,19,may,257,1,-1,0,unknown,no,9695382019,mjones@example.net,"177 Hooper Track
East Dwayne, SD 13550",False,sofi.com/personal-loans,96
Dr. Daryl Sandoval,46,blue-collar,married,secondary,no,756,yes,no,15,may,401,7,-1,0,unknown,no,7232787634,stepheneverett@example.net,"2530 Mckenzie Loop Apt. 603
Simmonsmouth, IA 21623",False,sofi.com/personal-loans,96
Nathan Fitzpatrick,38,admin.,married,unknown,no,28,no,no,20,may,725,1,-1,0,unknown,no,9127824684,austinjessica@example.com,"556 Hill Common
North Darrenmouth, CO 31452",True,sofi.com/personal-loans,96
Emily Harrell,27,blue-collar,single,secondary,no,446,yes,no,3,jun,194,1,-1,0,unknown,no,6853737275,cjordan@example.org,"PSC 3124, Box 7971
APO AE 79132",True,sofi.com/personal-loans,96
David Ryan,51,unknown,divorced,unknown,no,1649,no,no,5,jun,93,1,-1,0,unknown,no,9525875656,jose77@example.net,"01394 William Isle Suite 997
North Jasonmouth, GA 06571",True,sofi.com/personal-loans,96
Tracey Mills,29,blue-collar,married,primary,no,220,yes,no,4,jun,187,2,-1,0,unknown,no,4876649622,craighuynh@example.com,"12371 Gray Courts Apt. 218
Taylorview, NJ 00687",True,sofi.com/personal-loans,96
Carolyn Smith,51,management,divorced,tertiary,no,482,yes,no,14,may,178,1,-1,0,unknown,no,6217471365,juliegriffin@example.com,"54753 Heather Expressway
West Mark, CA 70708",False,sofi.com/personal-loans,96
Dr. Maria Gibson,30,admin.,single,tertiary,no,253,yes,no,23,may,146,4,-1,0,unknown,no,5857744101,jamestristan@example.com,"5439 Kevin Junctions
Francisfort, NM 95205",True,sofi.com/personal-loans,95
Thomas Mercado,29,entrepreneur,married,tertiary,no,3037,yes,no,27,may,34,3,-1,0,unknown,no,3194227058,alexis71@example.org,"39120 Gordon Lights Suite 110
West Wandaport, FM 50591",True,sofi.com/personal-loans,95
Roberto Stephens,39,services,single,secondary,no,300,yes,yes,28,may,180,2,-1,0,unknown,no,7375026501,charlotte33@example.org,"108 Jennifer Cliff
Kennethville, VA 14143",False,sofi.com/personal-loans,95
Henry Mathews,59,blue-collar,single,primary,no,96,yes,no,9,may,123,1,-1,0,unknown,no,4867935686,erictaylor@example.org,"5651 Tammy Summit Apt. 011
Lake Angelshire, AK 84160",True,sofi.com/personal-loans,95
James Lindsey,32,services,married,secondary,no,-124,no,no,27,may,116,1,-1,0,unknown,no,2797274184,kingashley@example.com,"4464 Katie Ways
South Josephburgh, AS 73636",False,sofi.com/personal-loans,95
Raymond Carter,45,blue-collar,married,primary,no,1297,yes,no,6,may,233,2,-1,0,unknown,no,3335280060,emily58@example.org,"67569 Jorge Shore Suite 634
Sweeneyberg, MO 34354",False,sofi.com/personal-loans,95
Philip Ho,38,self-employed,married,secondary,no,-165,yes,no,21,may,230,2,-1,0,unknown,no,3563280349,linda02@example.com,"104 Christy Circle Suite 038
Walkerport, MD 64379",True,sofi.com/personal-loans,95
John Parrish,40,blue-collar,divorced,unknown,no,1171,yes,no,29,may,431,2,-1,0,unknown,no,7194895073,elizabethperkins@example.org,"4099 Nicholas Field Apt. 742
South Kristenhaven, PW 98370",True,sofi.com/personal-loans,95
Justin Kelly,38,blue-collar,single,primary,no,419,yes,no,20,may,656,1,-1,0,unknown,no,9467161016,ejohnson@example.net,"87113 Roberto Cliff
Lake Pamela, IN 01157",False,sofi.com/personal-loans,94
Keith Morales,59,housemaid,married,primary,no,0,no,no,9,jun,332,1,-1,0,unknown,no,2909950344,kevin54@example.net,"22965 Jennifer Mall
New Jerry, CO 19271",True,sofi.com/personal-loans,94
Jordan Perez,37,services,married,secondary,no,580,yes,no,2,jun,469,2,-1,0,unknown,no,2962958549,jesse17@example.net,"31573 Cody Passage Suite 224
Williamshaven, OK 05587",True,sofi.com/personal-loans,94
Rachel Richardson,38,admin.,married,tertiary,no,342,yes,no,4,jun,1138,1,-1,0,unknown,no,7706745347,rodriguezsonia@example.com,"903 Ramirez Center
Nicoleton, MS 92852",False,sofi.com/personal-loans,94
Sarah Johnson,36,blue-collar,single,secondary,no,1392,yes,no,15,may,205,2,-1,0,unknown,no,3829239968,ulawrence@example.net,"3843 Horn Trail Apt. 507
Lake Thomas, KS 61764",True,sofi.com/personal-loans,94
Amanda Braun,48,management,divorced,tertiary,yes,-625,yes,no,29,may,125,2,-1,0,unknown,no,4425074201,schmitttiffany@example.com,"820 Barbara Village Suite 802
Traceymouth, WI 55649",False,sofi.com/personal-loans,94
Terry Butler Jr.,54,housemaid,divorced,primary,no,215,no,yes,9,jun,117,2,-1,0,unknown,no,9014104446,kelleynicholas@example.net,"7809 Rhonda Light
Hubbardton, CA 28536",True,sofi.com/personal-loans,93
Nicholas Bond,49,blue-collar,married,secondary,no,457,yes,yes,28,may,189,2,-1,0,unknown,no,7532767830,christina75@example.org,"64852 Dana Mount Suite 619
West Brookeborough, MT 61401",True,sofi.com/personal-loans,93
Mrs. Jasmine Hoover MD,34,blue-collar,single,secondary,no,1848,yes,no,5,jun,131,10,-1,0,unknown,no,5966644902,bmitchell@example.com,"54189 Klein Junction Suite 443
North Brian, NE 78593",True,sofi.com/personal-loans,93
Samantha Estrada,35,admin.,married,secondary,no,498,yes,no,21,may,248,1,-1,0,unknown,no,4786942812,gaypatricia@example.com,"PSC 9049, Box 3758
APO AP 02564",True,sofi.com/personal-loans,93
Joseph Mitchell,30,technician,single,secondary,no,659,yes,no,20,may,241,3,-1,0,unknown,no,6157266976,james89@example.net,"14344 Pamela Plaza Apt. 893
South David, DE 27532",False,sofi.com/personal-loans,93
Matthew Chan,51,blue-collar,single,secondary,no,936,yes,no,27,may,253,16,-1,0,unknown,no,4256943013,johnmarshall@example.com,"91713 Harris Valleys Apt. 786
North Leeport, TX 24668",False,sofi.com/personal-loans,93
Darrell Ramirez,41,management,married,tertiary,no,517,yes,no,5,may,251,1,-1,0,unknown,no,8397759713,nicole26@example.com,"041 Hill Plaza
South Meganberg, SD 29288",True,sofi.com/personal-loans,93
Nancy Williams,37,self-employed,married,tertiary,no,144,yes,no,5,jun,247,2,-1,0,unknown,no,7822169493,jamesmcgee@example.com,"5645 Phillip Green Apt. 314
South Christopher, ND 88279",True,sofi.com/personal-loans,93
Stephanie Sparks,51,blue-collar,married,secondary,no,568,yes,no,4,jun,37,1,-1,0,unknown,no,4585161722,julie42@example.org,"13074 Wheeler Flat
Nicoleside, KS 23651",False,sofi.com/personal-loans,93
Mackenzie Sullivan,31,blue-collar,single,primary,no,-443,yes,no,28,may,507,1,-1,0,unknown,no,3893425508,lauradyer@example.com,"21882 James Circle Apt. 319
Harmonland, MP 98005",False,sofi.com/personal-loans,92
Lisa Stevenson,50,retired,married,secondary,no,6998,yes,no,29,may,1196,1,-1,0,unknown,no,8373759038,tracy54@example.net,"7465 Burns Radial Apt. 603
Port Stephenberg, FM 00989",False,sofi.com/personal-loans,92
Steven Hebert,57,retired,married,secondary,no,502,yes,no,7,may,229,3,-1,0,unknown,no,2876206556,lcamacho@example.com,"29666 Manning Fall
East Tracyborough, ID 00589",True,sofi.com/personal-loans,92
Vanessa Wilkinson,37,blue-collar,married,primary,no,510,yes,no,23,may,122,6,-1,0,unknown,no,4377889452,millerjeffrey@example.org,"PSC 2005, Box 3816
APO AP 89019",True,sofi.com/personal-loans,92
Mitchell Mccoy,52,blue-collar,married,primary,no,1007,yes,no,16,may,248,2,-1,0,unknown,no,3392637780,brooke88@example.net,"952 Johnathan Mount Apt. 755
East Clayton, GA 15946",False,sofi.com/personal-loans,92
Jonathan Anderson,31,admin.,single,secondary,no,396,yes,no,19,may,104,1,-1,0,unknown,no,4492359948,garciarobert@example.org,"6932 Courtney Manor Apt. 851
Jasonfurt, CA 51362",False,sofi.com/personal-loans,92
Molly Olson,41,technician,single,secondary,no,2919,yes,no,16,may,329,3,-1,0,unknown,no,2357287754,timothy90@example.net,"00230 Manuel Ville
Walkershire, NM 85171",True,sofi.com/personal-loans,92
Brandon Mitchell,56,management,married,tertiary,no,334,yes,no,15,may,127,2,-1,0,unknown,no,4379402200,michael47@example.org,"3181 Abigail Heights Apt. 319
Port Vincent, HI 15765",False,sofi.com/personal-loans,92
Taylor Ramirez,34,blue-collar,married,secondary,no,405,yes,no,21,may,103,1,-1,0,unknown,no,9323108191,scott64@example.net,"08641 Angela Corners Apt. 248
Jacobstad, MS 75320",True,sofi.com/personal-loans,92
Ashley Mcmahon,38,technician,married,secondary,no,0,yes,no,21,may,73,1,-1,0,unknown,no,6634866967,aaronkeller@example.net,"2614 Parsons Skyway
Lake Norma, NM 20810",False,sofi.com/personal-loans,92
Robert Fernandez,52,entrepreneur,married,tertiary,no,-184,yes,yes,6,may,392,2,-1,0,unknown,no,4346907796,johngonzalez@example.org,"411 Clark Glen
New Rodney, NH 28102",True,sofi.com/personal-loans,92
Taylor Cabrera,40,technician,married,secondary,no,-312,yes,no,28,may,198,1,-1,0,unknown,no,7219353527,ghays@example.net,"19829 Chapman Glens
East Paul, MS 07862",True,sofi.com/personal-loans,92
Linda Perkins,33,blue-collar,married,primary,no,329,yes,no,9,may,44,1,-1,0,unknown,no,9614336154,melissagonzalez@example.org,"08183 West Pike Suite 163
Candaceburgh, AL 70801",True,sofi.com/personal-loans,92
Brittney Dunn MD,45,blue-collar,married,secondary,no,90,yes,no,29,may,744,6,-1,0,unknown,no,2492292034,juan19@example.org,"9453 Dominique Burg
Raymouth, MN 29132",False,sofi.com/personal-loans,92
Omar Taylor,37,blue-collar,single,secondary,no,88,yes,no,6,may,128,2,-1,0,unknown,no,9377748538,bonniemiles@example.com,"45260 Simon Vista Suite 806
Lake Lindsay, PW 13230",True,sofi.com/personal-loans,92
Anna Alvarez,36,technician,married,secondary,no,4587,no,no,26,may,271,4,-1,0,unknown,no,4366569225,jose65@example.net,"188 Brady Fork
East Brianmouth, HI 40087",True,sofi.com/personal-loans,92
Cory Jackson,55,management,married,tertiary,no,1288,yes,no,8,may,67,2,-1,0,unknown,no,7265200736,christopher67@example.com,"214 Lewis Islands
Watkinsmouth, NC 50421",True,sofi.com/personal-loans,91
Jeffrey Smith,56,technician,single,primary,no,230,yes,no,9,may,122,4,-1,0,unknown,no,2585966977,gina83@example.org,"7620 Jackie Parkways
New Michelle, NH 83426",False,sofi.com/personal-loans,91
Deborah Schneider,40,technician,divorced,secondary,no,692,yes,no,30,may,58,3,-1,0,unknown,no,2455095228,liurobert@example.org,"77738 Debbie Island Suite 428
East Christina, FL 96445",False,sofi.com/personal-loans,91
Veronica Taylor,55,technician,married,secondary,no,1004,yes,yes,27,may,224,1,-1,0,unknown,no,8803208702,smithandrew@example.com,"34937 Samantha Terrace Suite 584
Lake Robin, TN 47895",True,sofi.com/personal-loans,91
Linda Green DDS,42,admin.,married,secondary,no,818,yes,no,27,may,255,1,-1,0,unknown,no,6283225461,susanwilson@example.com,"845 Miller Corners
Gregoryfort, PR 55754",True,sofi.com/personal-loans,91
Sharon Medina,44,admin.,married,secondary,no,248,no,no,6,jun,18,1,-1,0,unknown,no,9099587136,ospencer@example.org,"33558 Glass Unions
South Scott, KS 85372",True,sofi.com/personal-loans,91
Casey Rodriguez,35,management,single,tertiary,no,-202,yes,no,9,may,1461,2,-1,0,unknown,no,4855357853,ganderson@example.com,"458 Ann Curve Suite 730
Lake Christophermouth, ME 25672",False,sofi.com/personal-loans,91
