Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Veronica Lee,30,blue-collar,married,secondary,no,450,no,no,6,may,526,2,-1,0,unknown,no,4569453883,michaelmiller@example.org,"653 Carly Lane
New Darlene, VA 85062",True,chase.com/mortgage,100
Jeanette Mckay,59,entrepreneur,married,tertiary,no,-820,no,no,8,may,43,2,-1,0,unknown,no,9658835329,nnolan@example.org,"USCGC Hill
FPO AE 11986",False,bankofamerica.com/home-loans,100
Kristi Nolan,55,admin.,single,secondary,no,533,no,no,5,jun,40,2,-1,0,unknown,no,2612704598,joserodriguez@example.net,"56902 Boyer Haven
North Amberborough, WY 69698",False,chase.com/mortgage,100
Natalie Larson,56,admin.,married,secondary,no,11,no,no,13,may,42,3,-1,0,unknown,no,4566757094,fjones@example.com,"5458 West Bypass
Lake Morgan, KS 71453",False,rocketmortgage.com,100
Nicole Garrison,43,services,single,unknown,no,0,no,no,5,may,73,1,-1,0,unknown,no,7507399283,riverapaul@example.org,"116 Nielsen Harbor
North Christopherchester, DC 17368",False,rocketmortgage.com,100
Bonnie Arroyo,42,management,married,primary,no,0,no,no,9,jun,108,1,-1,0,unknown,no,9849607253,nancy20@example.net,"645 Fisher Turnpike
New Robertstad, MA 04807",False,rocketmortgage.com,100
Bonnie Sosa MD,44,services,married,secondary,no,-63,no,no,6,jun,392,2,-1,0,unknown,no,6149416831,oedwards@example.com,"42040 Robertson Row
West Scottton, MI 82958",False,chase.com/mortgage,99
April Walters,54,management,married,primary,no,113,no,no,12,may,76,3,-1,0,unknown,no,3515791365,jaime65@example.org,"86114 Jeffrey Wells Suite 030
New Michaelfurt, TN 02146",True,rocketmortgage.com,99
Brett Mullen,32,admin.,married,tertiary,no,118,no,no,29,may,358,10,-1,0,unknown,no,9699168191,harellano@example.org,"8970 Richard Centers
North Phillip, MS 91094",False,chase.com/mortgage,99
Tara Riggs,34,admin.,single,secondary,no,10,no,yes,29,may,310,3,-1,0,unknown,no,7245755377,fosterjennifer@example.com,"9265 Knapp Pine
Sherrymouth, DC 39753",True,bankofamerica.com/home-loans,99
Jill Barnes,33,technician,single,secondary,no,49,no,no,21,may,151,1,-1,0,unknown,no,2849439235,edavis@example.org,"94780 Dougherty Course Suite 969
Port Lisafort, NM 95534",False,chase.com/mortgage,98
Diana Miller,60,blue-collar,married,primary,no,3820,no,no,15,may,186,1,-1,0,unknown,no,7608780243,gsoto@example.net,"94635 Angela Place
Sheilaburgh, AZ 96301",False,chase.com/mortgage,98
Margaret Knight,31,services,married,secondary,no,-346,no,no,9,may,187,1,-1,0,unknown,no,9787178353,kristen44@example.org,"333 Kim Stream
South James, MD 72459",True,bankofamerica.com/home-loans,98
Tina Wright,41,retired,married,secondary,no,287,no,no,23,may,236,2,-1,0,unknown,no,5979450359,timothybrown@example.com,"29667 Jennifer Ports Apt. 086
South Caitlyn, WY 45377",False,bankofamerica.com/home-loans,98
Jeffrey Ramirez,43,admin.,single,secondary,no,6,no,no,16,may,244,1,-1,0,unknown,no,2332930380,johnsonkenneth@example.net,"42157 Maurice Mission
Brownhaven, LA 21838",True,chase.com/mortgage,98
Randall King,39,services,married,secondary,no,207,no,no,6,jun,78,2,-1,0,unknown,no,5329656789,ldodson@example.net,"4950 Maddox Radial
West Melissa, MH 60296",True,bankofamerica.com/home-loans,98
Denise Valdez,29,unemployed,married,secondary,no,380,no,yes,12,may,154,2,-1,0,unknown,no,2372259573,joshuarobinson@example.com,"78736 Schmidt Land
Laurashire, LA 94062",False,chase.com/mortgage,98
Tracy Lewis,49,retired,single,primary,no,505,no,no,9,jun,35,1,-1,0,unknown,no,5982064921,flopez@example.org,"469 Jason Estates
South Tonychester, OK 30793",False,bankofamerica.com/home-loans,97
Molly Thompson,32,blue-collar,single,secondary,no,29,no,no,16,may,132,13,-1,0,unknown,no,9646096883,daniellescott@example.com,"PSC 7955, Box 2070
APO AA 21556",True,chase.com/mortgage,97
Melissa Schmidt,56,unknown,divorced,unknown,no,2152,no,no,6,jun,67,1,-1,0,unknown,no,8883264960,johnsonjulie@example.com,"525 Anthony Inlet
Port Kathryn, MI 14679",False,chase.com/mortgage,97
Dr. Jaime Scott,40,technician,married,secondary,no,1259,no,no,20,may,234,5,-1,0,unknown,no,5029095608,gordondawn@example.org,"8330 Kennedy Square
South Kyle, IA 10290",False,bankofamerica.com/home-loans,97
Susan Lewis DDS,51,unemployed,married,primary,no,0,no,no,5,jun,23,2,-1,0,unknown,no,6284256631,lacosta@example.net,"240 Davis Extensions Suite 257
New Stephanie, MS 71876",True,rocketmortgage.com,97
Evan Rollins,36,services,married,secondary,no,5024,no,no,21,may,139,1,-1,0,unknown,no,4514863172,lisa57@example.com,"USNV Juarez
FPO AE 14448",False,bankofamerica.com/home-loans,97
Larry Williams,31,services,married,secondary,no,0,no,yes,9,may,81,6,-1,0,unknown,no,9839280562,joeljohnson@example.org,"18731 Robert Ports
Gardnerton, NC 38797",False,chase.com/mortgage,97
Caitlin Duncan,58,unknown,married,tertiary,no,4150,no,no,6,jun,363,1,-1,0,unknown,no,8002120010,jamesburns@example.org,"6171 Meyer Crest Suite 781
Port Miguel, UT 29716",True,bankofamerica.com/home-loans,97
Casey Gates,31,services,single,secondary,no,-341,no,no,4,jun,171,3,-1,0,unknown,no,9128902818,williamsamber@example.net,"USCGC Williams
FPO AP 36171",True,rocketmortgage.com,97
John Simpson,37,blue-collar,married,primary,no,1021,no,no,9,jun,173,1,-1,0,unknown,no,8169874281,andrew47@example.org,"283 Payne Shore Suite 094
Calebton, NY 59498",True,bankofamerica.com/home-loans,96
Tasha Gardner,36,management,married,tertiary,no,2823,no,no,9,jun,411,2,-1,0,unknown,no,2982876618,elizabeth61@example.org,"249 Church Pine
Lake Ashleyland, IN 40507",False,rocketmortgage.com,96
Megan Stone,36,technician,married,secondary,no,5521,no,no,6,jun,61,1,-1,0,unknown,no,3949807888,jonathan22@example.com,"0119 Corey Vista Apt. 770
Willieborough, TN 61176",True,chase.com/mortgage,96
Savannah Baxter,59,blue-collar,divorced,primary,no,1320,no,no,9,jun,522,1,-1,0,unknown,no,3287584591,alexis60@example.net,"04739 Anthony Dam Apt. 017
New Marychester, PR 17148",True,chase.com/mortgage,96
Robin Ortiz,33,technician,married,secondary,no,0,no,no,9,may,120,1,-1,0,unknown,no,7497183182,michaelkhan@example.org,"PSC 2247, Box 2485
APO AA 39349",False,rocketmortgage.com,96
Tracey Cooper,55,management,married,tertiary,no,0,no,no,29,may,206,2,-1,0,unknown,no,3189959453,hwilson@example.net,"3451 Smith Cliff Apt. 831
East Vincent, HI 35742",False,chase.com/mortgage,96
Linda Glenn,47,blue-collar,married,primary,no,430,no,no,8,may,89,8,-1,0,unknown,no,8242015273,kimberlyhill@example.com,"76452 Tiffany Light
New Ethanhaven, MD 34928",True,chase.com/mortgage,96
James Gibbs,53,services,divorced,primary,no,3107,no,no,5,jun,152,1,-1,0,unknown,no,3852576729,bennettkenneth@example.net,"25936 Williams Forges
Paulland, VA 47178",True,chase.com/mortgage,96
Duane Zimmerman,33,blue-collar,single,secondary,yes,-60,no,no,6,may,243,1,-1,0,unknown,no,4559251954,ograham@example.com,"316 Robert Vista
Judithstad, LA 19723",True,rocketmortgage.com,95
Martin Olson,45,housemaid,married,tertiary,no,2424,no,no,5,jun,452,1,-1,0,unknown,no,2245463426,whitedebra@example.net,"82613 Michael Estate Apt. 872
West Margaretchester, NV 61459",False,bankofamerica.com/home-loans,95
Matthew Benson,31,entrepreneur,single,tertiary,no,0,no,no,3,jun,31,5,-1,0,unknown,no,2063329489,hoffmanjessica@example.net,"0807 Rice Plaza
Annaside, NV 40384",False,chase.com/mortgage,95
Ashley Hubbard,55,management,single,tertiary,no,115,no,no,5,may,111,4,-1,0,unknown,no,9507080372,johnwalker@example.com,"723 Navarro Field Apt. 853
Lake Ryan, SD 35348",False,chase.com/mortgage,95
Vincent Hernandez,30,blue-collar,single,secondary,no,79,no,no,23,may,125,3,-1,0,unknown,no,4999052458,byrdstephen@example.com,"Unit 4581 Box 6896
DPO AE 54536",True,bankofamerica.com/home-loans,95
Samantha Johnson,46,retired,single,primary,no,1190,no,no,6,jun,316,2,-1,0,unknown,no,9012870354,rosejacob@example.com,"79028 Sarah Parks
Thomasland, ME 57433",True,bankofamerica.com/home-loans,95
Michael Martin,37,management,married,tertiary,no,657,no,no,6,jun,227,1,-1,0,unknown,no,8343665852,eric68@example.org,"3745 Stevens Street
New Tanya, FM 46176",True,rocketmortgage.com,95
Christina Hanson,45,housemaid,married,tertiary,no,0,no,no,9,jun,100,1,-1,0,unknown,no,4902021896,michelle18@example.org,"USNV Shaw
FPO AP 25873",False,rocketmortgage.com,95
Stacy Finley,36,admin.,single,unknown,no,1815,no,no,5,jun,387,1,-1,0,unknown,no,9524776314,megan77@example.net,"937 Jamie Throughway
North Brianside, PA 87883",True,bankofamerica.com/home-loans,94
Kari Berry,37,services,married,secondary,no,718,no,yes,9,jun,215,3,-1,0,unknown,no,3929500925,harrisraymond@example.net,"6292 Michael Causeway Suite 455
New Logan, TN 24887",False,bankofamerica.com/home-loans,94
Raymond Brennan,33,blue-collar,single,secondary,no,855,no,no,28,may,99,5,-1,0,unknown,no,2183413204,savannah41@example.org,"8252 Lindsey Village
Port Christine, CA 12226",True,rocketmortgage.com,94
Thomas White,51,management,single,tertiary,no,6510,no,no,15,may,30,1,-1,0,unknown,no,4227542171,gonzalezbrittany@example.net,"460 Jason Corner
Lake James, GU 24496",True,chase.com/mortgage,94
Eric Jefferson,52,admin.,divorced,secondary,no,-342,no,no,19,may,153,1,-1,0,unknown,no,2526345224,lauren24@example.com,"992 Miller View Apt. 789
Rodriguezton, DE 40938",True,rocketmortgage.com,94
Anthony Mcguire,44,technician,married,secondary,no,-199,no,no,26,may,144,3,-1,0,unknown,no,3093469582,sonyarivera@example.net,"5359 Wendy Ford
New Whitney, MO 74225",False,chase.com/mortgage,94
Michael Alvarez,57,management,married,tertiary,no,561,no,no,5,jun,21,1,-1,0,unknown,no,9537520061,amberrodriguez@example.org,"3939 Torres Views
New Michaelborough, FL 95834",True,chase.com/mortgage,94
Karen Hoffman,59,retired,divorced,secondary,no,284,no,yes,4,jun,265,2,-1,0,unknown,no,2015436389,debbie73@example.com,"2155 Charles Plaza Suite 607
South Noah, ME 26599",False,chase.com/mortgage,93
Matthew Rivera,39,unknown,single,secondary,no,914,no,no,5,jun,20,1,-1,0,unknown,no,9175765505,qmartinez@example.com,"825 Natasha Courts Apt. 227
Robinsonfurt, IN 70802",False,rocketmortgage.com,93
Toni Lin,24,blue-collar,married,secondary,no,32,no,no,13,may,264,3,-1,0,unknown,no,7855355555,davidsimmons@example.org,"Unit 6718 Box 8318
DPO AP 90962",True,chase.com/mortgage,93
Lisa Harris,36,services,married,secondary,no,338,no,no,14,may,90,1,-1,0,unknown,no,8442548340,robinmclaughlin@example.com,"35123 Ramirez Island
Port Dianestad, AK 55208",True,rocketmortgage.com,93
Kaylee Chambers,46,management,married,tertiary,no,0,no,no,7,may,70,2,-1,0,unknown,no,6869570725,joneskathryn@example.org,"PSC 3527, Box 4012
APO AE 00759",False,chase.com/mortgage,93
Rebecca Fry,40,blue-collar,divorced,primary,no,369,no,no,6,may,79,2,-1,0,unknown,no,2799997988,cruzsteven@example.net,"867 Deborah View Suite 045
Andrewmouth, TN 36705",True,rocketmortgage.com,93
Cassidy Gomez,51,housemaid,married,primary,no,1275,no,no,6,jun,92,1,-1,0,unknown,no,4318503688,ckennedy@example.net,"69139 Patricia Keys Apt. 195
Patrickhaven, MS 22940",True,rocketmortgage.com,92
Victor Cervantes,34,blue-collar,married,secondary,no,283,no,yes,6,may,199,1,-1,0,unknown,no,2629810608,feliciagutierrez@example.net,"7920 Austin Trace Apt. 333
Gregoryshire, VA 18022",True,chase.com/mortgage,92
Sarah Williams,44,retired,married,secondary,no,7624,no,no,7,may,126,5,-1,0,unknown,no,4627901289,stephaniecarpenter@example.com,"6210 Felicia Flat
Haleyport, NE 27183",True,rocketmortgage.com,92
Danielle Shields,51,self-employed,married,tertiary,no,150,no,no,9,jun,146,1,-1,0,unknown,no,5542194882,melissageorge@example.org,"167 Rowe Groves Suite 028
Justinstad, PW 19580",False,rocketmortgage.com,92
Kayla King,32,technician,single,unknown,no,-170,no,no,6,may,46,1,-1,0,unknown,no,3358569844,graylauren@example.org,"129 Herman Stream
South Lindaside, FL 90135",True,chase.com/mortgage,92
Reginald Lang,26,blue-collar,single,secondary,no,277,no,no,14,may,514,2,-1,0,unknown,no,7162077411,dillon84@example.com,"8412 Winters Village Apt. 433
East Tonyaview, AK 52796",False,rocketmortgage.com,92
Drew Marsh,49,technician,married,secondary,no,4785,no,no,12,may,160,4,-1,0,unknown,no,7894067567,richard40@example.net,"803 Marsh Roads Suite 448
Port Nicolefort, WA 67274",False,rocketmortgage.com,92
Thomas Wolf,58,management,married,secondary,no,771,no,no,8,may,126,3,-1,0,unknown,no,5563621662,sullivanapril@example.net,"445 Hernandez Pine Suite 001
Port Timothy, AS 02014",True,rocketmortgage.com,91
Ronald Pearson,35,admin.,married,secondary,no,-521,no,yes,9,jun,71,2,-1,0,unknown,no,8017447710,travis19@example.net,"29265 Anthony Island
South Jacquelineview, IN 26330",True,chase.com/mortgage,91
Angela Martinez,35,blue-collar,single,primary,no,3798,no,no,6,jun,19,1,-1,0,unknown,no,3874656574,sherry04@example.com,"0183 Jesse Summit Apt. 665
Ricardoland, WV 86475",True,rocketmortgage.com,91
William Lynn,44,admin.,married,unknown,no,40,no,yes,6,may,160,2,-1,0,unknown,no,7389668931,aowen@example.org,"845 Graham Club
East Alishabury, MP 42576",True,rocketmortgage.com,91
Troy Mcfarland,29,management,married,tertiary,no,16232,no,no,28,may,39,4,-1,0,unknown,no,5398466022,patrick92@example.net,"110 Benjamin Inlet
Cookshire, MI 61264",False,chase.com/mortgage,91
Judith Baxter,28,management,single,tertiary,no,1069,no,no,28,may,675,1,-1,0,unknown,no,2068419089,pharrell@example.com,"5578 Patrick Extensions
Harrisport, KS 95993",True,bankofamerica.com/home-loans,91
Deanna Bailey,42,technician,married,secondary,no,2,no,no,29,may,249,2,-1,0,unknown,no,6676218802,csmith@example.org,"46355 Walker Plains
Tonyatown, PA 96778",False,chase.com/mortgage,91
Angela Williams,57,management,single,tertiary,no,73,no,no,12,may,41,1,-1,0,unknown,no,4756767452,cummingsjohn@example.org,"571 Amy Springs Suite 788
Rodriguezchester, GA 39238",True,rocketmortgage.com,91
Christopher Smith,43,management,married,tertiary,no,356,no,no,5,jun,80,1,-1,0,unknown,no,3932440414,mchapman@example.net,"14834 Nicole Key Apt. 246
Roberthaven, MN 24303",False,rocketmortgage.com,91
Brenda Hoffman,49,housemaid,married,secondary,no,3812,no,no,9,jun,121,2,-1,0,unknown,no,9398593489,wrightkyle@example.com,"121 Rebecca Cape Apt. 852
West Ryanstad, AL 07534",False,chase.com/mortgage,90
Sharon Mullins,32,self-employed,single,tertiary,no,12269,no,no,16,may,141,1,-1,0,unknown,no,6292448301,manueldiaz@example.net,"438 Chen Crescent Apt. 040
Lake Charleston, AR 19136",True,rocketmortgage.com,90
Traci Bruce,55,retired,married,secondary,no,0,no,yes,5,may,136,1,-1,0,unknown,no,2513636010,josephnorton@example.net,"4745 Paula Road
Port Paulton, FL 49159",False,rocketmortgage.com,90
Jennifer Myers,51,management,married,tertiary,no,12,no,no,6,jun,90,4,-1,0,unknown,no,8145328530,dana68@example.net,"502 Gonzalez Estate Suite 640
Robinsonfurt, VA 73368",True,bankofamerica.com/home-loans,90
Megan Terrell,44,management,married,tertiary,no,2876,no,no,9,jun,125,1,-1,0,unknown,no,5897546283,beckygarcia@example.com,"09998 Mercado Village Apt. 250
South Wayneport, ME 62040",True,chase.com/mortgage,90
Rebecca Dixon,36,admin.,single,tertiary,no,3819,no,no,9,jun,398,2,-1,0,unknown,no,7658929390,palmerjennifer@example.net,"Unit 1590 Box 8366
DPO AP 04062",True,rocketmortgage.com,90
Chad Black,33,admin.,married,secondary,no,21,no,no,6,may,189,3,-1,0,unknown,no,6413220151,mcgrathraymond@example.com,"00005 Rice Shores Suite 787
Carmenmouth, KS 93600",True,bankofamerica.com/home-loans,90
Nichole Turner,38,services,divorced,secondary,no,61,no,no,5,jun,636,1,-1,0,unknown,yes,3807997669,millersarah@example.org,"0837 William Spurs Suite 942
Port James, ME 76500",False,rocketmortgage.com,90
Kelly Callahan,41,technician,married,tertiary,no,13,no,no,5,jun,189,2,-1,0,unknown,no,5655088856,kylecruz@example.org,"92074 Christopher Port Apt. 238
Ramosshire, FL 94178",False,chase.com/mortgage,90
Stephanie Hatfield,55,retired,married,secondary,no,3948,no,no,2,jun,266,2,-1,0,unknown,no,8713469109,david62@example.org,"98556 Michelle Stravenue Suite 961
Wendymouth, NE 59541",True,rocketmortgage.com,90
Lisa Ball,37,unknown,married,unknown,no,1699,no,no,9,jun,63,1,-1,0,unknown,no,5947702069,dennis85@example.com,"7497 Bryant Knolls Suite 284
Jasonchester, NJ 80086",False,rocketmortgage.com,90
Kyle Guzman,43,blue-collar,married,secondary,yes,-7,no,no,8,may,70,1,-1,0,unknown,no,6952434158,matthewsjoshua@example.net,"USNV Garner
FPO AP 25134",False,chase.com/mortgage,89
Allen Silva,27,technician,single,secondary,no,3,no,no,3,jun,68,6,-1,0,unknown,no,6734662711,charlesstone@example.com,"7534 Michelle Dale
Pottertown, NM 69460",False,chase.com/mortgage,89
Mallory Coleman,32,admin.,married,secondary,no,0,no,no,23,may,206,3,-1,0,unknown,no,8025916686,christian39@example.net,"13956 Moore Plains Apt. 655
Williamberg, CT 99528",False,chase.com/mortgage,89
Dana Porter,46,blue-collar,married,primary,no,2093,no,no,5,jun,128,2,-1,0,unknown,no,2708954945,williamsdeborah@example.org,"61383 Deborah Crescent
North Katherine, AZ 07414",False,bankofamerica.com/home-loans,89
Kristine Murphy,59,blue-collar,married,secondary,no,1376,no,yes,9,may,61,4,-1,0,unknown,no,6637295782,matthew94@example.net,"Unit 8094 Box 0112
DPO AA 41328",False,rocketmortgage.com,89
Jeff Davenport,60,blue-collar,married,secondary,no,40,no,no,5,jun,126,2,-1,0,unknown,no,3456571722,washingtondonna@example.net,"04167 Charles Bridge
Alexaburgh, SC 56275",False,chase.com/mortgage,89
Omar Johnson,46,retired,married,primary,no,1374,no,yes,14,may,22,3,-1,0,unknown,no,2862544192,athompson@example.com,"38128 Velez Loop
East Jamesberg, OR 20485",False,rocketmortgage.com,89
Luis Smith,48,technician,divorced,secondary,no,40,no,no,12,may,300,3,-1,0,unknown,no,7755974816,carrolldana@example.org,"98027 Krista Divide
Edwardborough, PR 88586",False,bankofamerica.com/home-loans,88
Eric James,35,services,married,secondary,no,0,no,no,30,may,147,9,-1,0,unknown,no,8517995509,loribenson@example.net,"806 Gregory Mews
Port Duane, MN 82039",False,chase.com/mortgage,88
Samantha Moore,40,management,married,tertiary,no,121,no,no,8,may,82,1,-1,0,unknown,no,9359388191,wattscory@example.net,"92715 Shaffer Manor Suite 170
Port Marie, AR 32327",True,rocketmortgage.com,88
William White,27,blue-collar,married,tertiary,no,350,no,no,9,may,24,1,-1,0,unknown,no,5295103377,angelaharris@example.org,"1477 Lopez Mountains Suite 778
Mccarthymouth, GU 55550",False,bankofamerica.com/home-loans,88
Brandon Erickson,43,services,married,secondary,no,0,no,no,26,may,483,1,-1,0,unknown,no,9305336958,marissamccarthy@example.net,"694 Johnson Trafficway
Lake Isaacland, NH 85548",False,bankofamerica.com/home-loans,88
Ricky Nguyen,52,management,married,tertiary,no,575,no,no,3,jun,315,1,-1,0,unknown,no,4114981404,esmith@example.org,"6658 Raymond Fall
Williamsonburgh, MS 86276",False,bankofamerica.com/home-loans,88
Joseph Webb,57,blue-collar,married,secondary,no,-353,no,yes,29,may,26,3,-1,0,unknown,no,6448820721,lindabarber@example.com,"0711 Cody Corners
New Claudia, DE 27773",False,chase.com/mortgage,87
Michael Perez,45,technician,single,tertiary,no,5336,no,no,28,may,99,2,-1,0,unknown,no,8845081883,amiller@example.com,"879 Pitts Wells Suite 665
Gabrielberg, IN 98975",True,bankofamerica.com/home-loans,87
Bailey Smith,37,blue-collar,married,primary,no,27,no,no,6,jun,80,1,-1,0,unknown,no,8639069322,vincentmarshall@example.net,"074 Wendy Summit
Bassville, OH 52734",True,rocketmortgage.com,87
Steven Newman,47,unemployed,married,primary,no,122,no,yes,5,jun,240,3,-1,0,unknown,no,9695427289,tiffany32@example.com,"6216 Sherry Circle Apt. 914
New Darius, VT 51611",True,rocketmortgage.com,87
Cameron Moore,35,admin.,married,secondary,no,640,no,no,6,jun,461,2,-1,0,unknown,no,3284163985,villarrealjose@example.net,"722 Rasmussen Greens Suite 512
Annafurt, AZ 88502",True,bankofamerica.com/home-loans,87
Cindy Weiss,40,services,married,primary,no,33,no,no,26,may,70,3,-1,0,unknown,no,4522309693,peggy30@example.net,"8344 Graham Springs Apt. 311
Mosleymouth, VA 51509",True,chase.com/mortgage,87
Robert Flores,48,blue-collar,divorced,primary,no,183,no,no,9,jun,940,1,-1,0,unknown,yes,9803957398,krystalrosales@example.com,"0061 Adam Crossing Suite 128
West Nicholasmouth, TN 92402",True,bankofamerica.com/home-loans,87
Gerald Owens,38,blue-collar,single,secondary,no,93,no,no,9,jun,92,6,-1,0,unknown,no,7638647856,wmitchell@example.net,"72579 Bryant Crescent Suite 110
South Erinburgh, CT 08570",True,rocketmortgage.com,87
Gloria Blair,41,self-employed,married,primary,no,340,no,no,6,jun,37,3,-1,0,unknown,no,6057372171,efigueroa@example.org,"07316 Wolfe Falls
Port Jayshire, MD 54884",True,rocketmortgage.com,87
Robert Cunningham,49,management,single,tertiary,no,580,no,no,19,may,310,2,-1,0,unknown,no,5138331041,contrerasjames@example.net,"Unit 1833 Box 4999
DPO AE 06193",True,bankofamerica.com/home-loans,86
Amber Woodard,50,retired,married,primary,no,420,no,no,5,jun,107,1,-1,0,unknown,no,7604199409,williamcook@example.net,"67795 Kennedy Mountain
Jeffreyville, IA 94384",True,bankofamerica.com/home-loans,86
Jonathan Walker,33,technician,single,tertiary,no,8874,no,yes,21,may,152,3,-1,0,unknown,no,2712115038,gaguilar@example.net,"93044 April Center Apt. 966
East Larry, VT 29344",False,bankofamerica.com/home-loans,86
Eric Sandoval,48,technician,married,unknown,no,460,no,no,5,jun,99,3,-1,0,unknown,no,8329670678,apriltaylor@example.net,"43910 Nicholas Underpass Suite 468
Johnsonbury, FM 81102",True,bankofamerica.com/home-loans,86
Valerie Smith,42,self-employed,married,tertiary,no,21861,no,no,5,jun,486,2,-1,0,unknown,no,8305162418,colemancarlos@example.com,"PSC 6228, Box 7959
APO AP 10739",False,chase.com/mortgage,86
Darin Smith,52,unemployed,married,secondary,no,-9,no,no,9,jun,123,1,-1,0,unknown,no,2672831702,garciadaniel@example.com,"051 Miller Radial
Kevinborough, RI 12273",False,chase.com/mortgage,86
Dustin Hall,46,housemaid,married,primary,no,965,no,no,5,may,177,1,-1,0,unknown,no,9156354330,kaylarichardson@example.net,"1546 King Crossing
Port Sierra, IL 36356",False,chase.com/mortgage,86
James Bridges,57,retired,single,secondary,no,1640,no,yes,6,may,204,4,-1,0,unknown,no,2064427487,jasoncurry@example.com,"9912 Harris Stravenue Apt. 033
Davidmouth, KY 73885",True,bankofamerica.com/home-loans,86
Barry Jones,49,services,married,secondary,no,3169,no,no,9,jun,626,1,-1,0,unknown,no,4636948528,michaelarmstrong@example.com,"903 Torres Alley
Andreamouth, DC 11049",True,rocketmortgage.com,86
Edward Andrews,41,admin.,married,secondary,no,176,no,no,9,jun,196,1,-1,0,unknown,no,2743419620,davistamara@example.com,"810 Kiara Wall
Lake Angelabury, GU 15433",True,bankofamerica.com/home-loans,86
Joseph Warren,55,unknown,married,tertiary,no,0,no,no,16,may,409,3,-1,0,unknown,no,4394266799,cruzdonald@example.net,"675 Amber Ridges
West Christinechester, ND 87705",True,bankofamerica.com/home-loans,86
Richard Medina,30,services,married,secondary,no,2,no,yes,23,may,50,3,-1,0,unknown,no,8699160188,sandovalashley@example.org,"0709 Shaffer Prairie Suite 817
Port Marie, TN 81673",False,rocketmortgage.com,85
Danielle Miller,47,admin.,single,secondary,no,15,no,no,12,may,181,4,-1,0,unknown,no,5879000393,melissa05@example.com,"52455 Edwin Extension
Lisaburgh, CO 27524",True,rocketmortgage.com,85
Misty Harris,51,blue-collar,married,primary,no,0,no,no,8,may,384,1,-1,0,unknown,no,5489074631,hthomas@example.org,"24997 Mike Light Suite 888
East Ralphmouth, OR 73568",True,bankofamerica.com/home-loans,85
Christine Steele,40,technician,married,tertiary,no,2946,no,no,9,jun,78,2,-1,0,unknown,no,6303938720,lauren37@example.org,"USNV Boone
FPO AP 88352",False,chase.com/mortgage,85
Jennifer Carr,31,blue-collar,single,secondary,no,2137,no,no,29,may,413,1,-1,0,unknown,no,8648266552,scottgarcia@example.net,"46346 Fitzpatrick Shores Apt. 637
West Benjamin, MA 65175",True,chase.com/mortgage,85
Carrie Glass,46,technician,married,secondary,no,57,no,no,28,may,796,1,-1,0,unknown,yes,8475589519,stephanie55@example.com,"36219 Schroeder Landing Apt. 041
New Catherinehaven, MT 47408",False,rocketmortgage.com,85
Melanie Allen,39,services,single,secondary,no,0,no,no,5,jun,133,1,-1,0,unknown,no,3366419535,anthonymiller@example.org,"7360 Hamilton Mews Suite 838
New Timothybury, NY 85326",False,chase.com/mortgage,84
Benjamin Guzman,37,blue-collar,married,secondary,no,1293,no,no,6,may,652,1,-1,0,unknown,no,4273176503,wsmith@example.net,"50119 Edwin Forge
East Beckyland, MN 51818",False,bankofamerica.com/home-loans,84
Rebecca Ayala,29,admin.,single,secondary,no,993,no,no,14,may,105,1,-1,0,unknown,no,3808978936,veronica64@example.org,"3125 Brown Flats Apt. 112
East Jared, MT 85694",False,rocketmortgage.com,84
Colleen Rose,36,services,married,secondary,no,115,no,no,21,may,114,1,-1,0,unknown,no,4858225506,cassidy97@example.com,"0391 Joseph Squares Suite 341
Fosterborough, AS 88371",False,chase.com/mortgage,84
Brittany Thornton,40,retired,married,secondary,no,263,no,no,6,jun,761,3,-1,0,unknown,no,8316195594,krystalcastro@example.org,"9988 Mary Mill
East Charles, VT 44792",True,rocketmortgage.com,84
Ashley Watts,44,management,single,secondary,no,1012,no,no,9,jun,440,1,-1,0,unknown,no,8592569091,chelsea15@example.org,"PSC 3897, Box 9719
APO AE 42441",False,rocketmortgage.com,84
Molly Moore,55,management,divorced,secondary,no,394,no,no,5,jun,119,3,-1,0,unknown,no,8345027606,yking@example.org,"9922 Jennifer Wall Suite 638
West Andrew, LA 05279",True,chase.com/mortgage,84
Jon Spencer,52,admin.,divorced,secondary,no,2002,no,no,4,jun,103,4,-1,0,unknown,no,6273617366,brownelizabeth@example.net,"434 Santos Drives
Kristineport, VT 39085",False,chase.com/mortgage,83
Michael Moore,57,management,married,tertiary,no,-871,no,no,20,may,214,10,-1,0,unknown,no,5064862129,emma86@example.net,"290 Jeffrey Knoll
Ibarrafurt, RI 51339",True,chase.com/mortgage,83
Shane Reid,34,services,married,secondary,no,2211,no,no,8,may,149,1,-1,0,unknown,no,7642888821,alvaradojacob@example.net,"10801 Scott Camp
Paulmouth, MT 38960",False,bankofamerica.com/home-loans,83
Jasmine Smith,38,blue-collar,married,primary,no,3289,no,no,9,jun,553,2,-1,0,unknown,no,3552514223,paul87@example.com,"181 Vaughn Burgs
Port Rebecca, MH 96964",False,bankofamerica.com/home-loans,83
