Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Austin Hart,45,blue-collar,divorced,secondary,no,0,no,no,6,jun,422,5,-1,0,unknown,no,6556165069,alicialeach@example.net,"Unit 6522 Box 7673
DPO AA 98862",False,capitalone.com/auto-loans,99
Sheri Schneider,57,unemployed,married,primary,no,0,no,no,9,jun,540,1,-1,0,unknown,no,7639121268,owood@example.org,"PSC 9556, Box 1144
APO AP 70062",False,capitalone.com/auto-loans,99
Krista Marquez,58,retired,married,secondary,no,255,no,no,28,may,362,3,-1,0,unknown,no,7434439036,anthonypatterson@example.org,"76381 Mathis Keys Apt. 602
Knightville, MA 05164",False,capitalone.com/auto-loans,99
Jeffrey Lewis,39,entrepreneur,married,tertiary,no,2644,yes,no,20,may,253,1,-1,0,unknown,no,2612483041,browndouglas@example.net,"42502 Scott Lake
Youngchester, KY 08503",False,capitalone.com/auto-loans,99
Joshua Molina,35,management,married,tertiary,no,867,yes,no,2,jun,230,3,-1,0,unknown,yes,2228251298,kathy79@example.com,"07017 Smith Dam Apt. 358
Port Johnshire, MI 20437",False,capitalone.com/auto-loans,99
Bryan Herrera,48,blue-collar,divorced,primary,no,24,yes,no,14,may,832,1,-1,0,unknown,yes,4064842766,teresabuck@example.net,"684 Sanchez Mission
South Thomasbury, MP 35387",False,capitalone.com/auto-loans,98
Judy Scott,45,management,single,tertiary,no,0,yes,no,15,may,197,4,-1,0,unknown,no,9408348199,zkelly@example.net,"400 Foster Manor
South Mary, MI 16286",False,capitalone.com/auto-loans,98
Jean Stephens,52,management,married,secondary,no,218,yes,no,2,jun,490,12,-1,0,unknown,no,5893311505,cannonamy@example.net,"3037 Brandon Plains Suite 028
Richardsonport, UT 34101",False,capitalone.com/auto-loans,98
Steven Espinoza,43,services,married,secondary,no,978,yes,yes,26,may,82,2,-1,0,unknown,no,9564487097,collinsrhonda@example.org,"4581 Jones Parkways Suite 283
East Kimberlyshire, CA 71815",False,capitalone.com/auto-loans,98
Lisa Rose,38,technician,divorced,secondary,no,-478,yes,no,28,may,154,1,-1,0,unknown,no,7796200047,aliciafreeman@example.com,"27273 Kimberly Harbor Suite 226
Brendafort, ND 64115",False,capitalone.com/auto-loans,98
Michelle Moore,60,retired,married,secondary,no,1420,yes,yes,6,jun,39,4,-1,0,unknown,no,6914363122,kimberly09@example.org,"4479 Mary Trail
East Thomas, KY 67456",False,capitalone.com/auto-loans,97
Mr. Mark Smith,37,technician,single,secondary,no,17,yes,no,6,may,164,1,-1,0,unknown,no,9122623469,ybrown@example.com,"0839 Moore Mountains Suite 042
East Leahhaven, NM 84652",False,capitalone.com/auto-loans,97
Dennis Williams,38,blue-collar,single,secondary,no,5891,yes,no,27,may,160,3,-1,0,unknown,no,7742188230,robertsphillip@example.com,"7812 Meadows Tunnel
Kevinbury, KY 81805",False,capitalone.com/auto-loans,97
Amanda West,38,technician,married,secondary,no,0,no,no,7,may,55,1,-1,0,unknown,no,3634774018,earnold@example.com,"1577 Alexis Rapids
Ryanville, VI 80805",False,capitalone.com/auto-loans,97
Judy Morales,31,services,married,secondary,no,564,yes,no,7,may,223,3,-1,0,unknown,no,5195916916,josephdustin@example.com,"58126 Smith Center Apt. 500
Masonside, ME 98493",False,capitalone.com/auto-loans,97
Sherry Sampson,31,services,single,secondary,no,-779,yes,no,28,may,198,2,-1,0,unknown,no,4685020133,cassandra23@example.net,"USNS Walsh
FPO AP 61331",False,capitalone.com/auto-loans,97
Gary Scott,37,entrepreneur,married,unknown,no,1134,yes,no,9,jun,142,3,-1,0,unknown,no,4936578222,finleydavid@example.net,"4333 Christopher Mountain Apt. 103
Lake Angela, IA 24079",False,capitalone.com/auto-loans,97
Kerri Bailey,41,self-employed,married,secondary,no,713,yes,no,19,may,78,1,-1,0,unknown,no,7027390027,jeffersonvicki@example.org,"31589 Lisa Ridges
Port Markmouth, MP 27017",False,capitalone.com/auto-loans,97
Benjamin Leach,49,services,divorced,secondary,no,315,yes,no,9,may,117,2,-1,0,unknown,no,3887253508,matthew10@example.org,"7842 Dwayne Via
Lake Thomas, CO 64970",False,capitalone.com/auto-loans,97
Annette Higgins,53,blue-collar,married,secondary,no,1570,yes,no,13,may,29,1,-1,0,unknown,no,7105236530,opalmer@example.org,"920 Katrina Hollow Suite 795
Port Tylerview, TX 24561",False,capitalone.com/auto-loans,97
Anthony Leonard,50,self-employed,divorced,tertiary,no,59,yes,no,28,may,67,2,-1,0,unknown,no,4438157200,ronnie72@example.com,"8624 Edwards Hills
Colebury, TN 82470",False,capitalone.com/auto-loans,96
Jose Jackson,38,admin.,married,secondary,no,-650,no,no,16,may,317,1,-1,0,unknown,no,8336729098,douglas87@example.net,"1906 Evans Plaza
Elizabethfurt, MH 26447",False,capitalone.com/auto-loans,96
William Montgomery,37,technician,single,secondary,no,6714,yes,no,23,may,90,1,-1,0,unknown,no,6114096185,pamela48@example.org,"410 Hoffman Lake
South Michaelmouth, AS 62228",False,capitalone.com/auto-loans,96
Gina Thomas,55,technician,married,secondary,no,2313,yes,no,9,may,551,2,-1,0,unknown,no,4703453768,cynthiagraham@example.com,"707 Cristian Forges
Nguyenport, AZ 21990",False,capitalone.com/auto-loans,96
Jennifer Martin,32,services,married,secondary,no,3756,yes,no,4,jun,85,3,-1,0,unknown,no,5234268901,karen40@example.org,"968 Cook Curve
New Kevinchester, NY 21095",False,capitalone.com/auto-loans,96
Aimee Baldwin,36,management,single,tertiary,no,0,yes,no,3,jun,174,1,-1,0,unknown,no,2066059052,svillarreal@example.org,"817 Katherine Spring Apt. 537
Lake Karen, KY 17726",False,capitalone.com/auto-loans,96
Zachary Golden,26,technician,single,secondary,no,174,yes,no,30,may,67,2,-1,0,unknown,no,5863451165,christina74@example.org,"592 Jennifer Track Apt. 739
North Larry, DC 96478",False,capitalone.com/auto-loans,95
Christopher Taylor,47,technician,married,secondary,no,19,yes,no,6,may,105,2,-1,0,unknown,no,6306587459,clarkjulie@example.org,"658 Williams Manor
North Charles, FM 38811",False,capitalone.com/auto-loans,95
Anna Wong,42,management,married,unknown,no,342,yes,no,2,jun,156,5,-1,0,unknown,no,2192085971,nlane@example.net,"63999 Moore Village
Port Carla, GU 78519",False,capitalone.com/auto-loans,95
Laura Duke,48,admin.,married,secondary,no,1099,no,yes,5,jun,340,1,-1,0,unknown,no,6689310874,stephanieconner@example.net,"82888 Bush Skyway
New Pamelamouth, WI 70076",False,capitalone.com/auto-loans,95
Katelyn Cooper,44,technician,married,secondary,no,13761,yes,no,29,may,65,1,-1,0,unknown,no,7056068726,colleenpatterson@example.org,"32916 Ward Points
Port Natalie, MH 97844",False,capitalone.com/auto-loans,95
Sergio Nguyen,56,admin.,divorced,primary,no,207,yes,no,3,jun,88,4,-1,0,unknown,no,9105952753,bethanybailey@example.net,"6757 Hernandez Fall Apt. 917
West Anthony, WA 31334",False,capitalone.com/auto-loans,95
Mr. Manuel Murphy,30,management,married,tertiary,no,527,yes,yes,21,may,265,1,-1,0,unknown,no,2856548156,wburns@example.com,"28046 Lisa Vista Apt. 391
Adamsville, LA 09825",False,capitalone.com/auto-loans,95
Luis Walter,53,blue-collar,married,primary,no,-864,yes,no,9,may,322,5,-1,0,unknown,no,6973884712,rachelbenson@example.org,"USNV Taylor
FPO AP 26462",False,capitalone.com/auto-loans,95
Miranda Brown,42,blue-collar,married,secondary,no,205,yes,yes,29,may,313,2,-1,0,unknown,no,9506671406,vmatthews@example.net,"011 Christopher Mall Suite 932
West Cody, OK 81902",False,capitalone.com/auto-loans,94
Jesse Taylor,37,self-employed,married,primary,no,0,no,no,7,may,112,4,-1,0,unknown,no,9434960190,michaelwilliams@example.net,"64313 King Club
Meganside, GA 50538",False,capitalone.com/auto-loans,94
Maria Yu,47,management,married,tertiary,no,-1379,yes,no,27,may,114,3,-1,0,unknown,no,2323701558,mduncan@example.com,"28854 George Way Apt. 486
West Allison, MN 15957",False,capitalone.com/auto-loans,94
William Francis,26,blue-collar,married,secondary,yes,-82,yes,no,4,jun,23,2,-1,0,unknown,no,5997101568,cordovaangela@example.net,"491 Matthew Island
New Joseph, MD 95413",False,capitalone.com/auto-loans,94
Austin West,43,technician,single,secondary,no,593,yes,no,5,may,55,1,-1,0,unknown,no,5799368228,dpayne@example.com,"306 Edwards Place
New Morgan, VI 14396",False,capitalone.com/auto-loans,94
Sharon Garcia,36,blue-collar,married,primary,no,448,yes,no,5,may,286,1,-1,0,unknown,no,6755855898,toddklein@example.net,"911 Schmidt Courts
West Frank, OH 69926",False,capitalone.com/auto-loans,93
Allen Bridges,52,services,divorced,primary,no,111,yes,no,12,may,179,2,-1,0,unknown,no,2977911933,nthompson@example.com,"66387 Henry Vista
Nancyshire, VA 66851",False,capitalone.com/auto-loans,93
Brendan Cortez,34,services,married,secondary,yes,421,yes,no,20,may,247,3,-1,0,unknown,no,8404013342,wwolf@example.org,"254 Noble Circles Suite 019
Port Vicki, VA 08345",False,capitalone.com/auto-loans,93
Tracy Holland,39,blue-collar,married,primary,no,385,yes,no,16,may,225,4,-1,0,unknown,no,8312879797,jwilliams@example.org,"7375 Melissa Tunnel Apt. 828
Jonesbury, OR 83079",False,capitalone.com/auto-loans,93
Shelby Stafford,40,blue-collar,divorced,primary,no,548,yes,yes,30,may,324,1,-1,0,unknown,no,2636854489,kpeterson@example.net,"057 Rivera Stream Suite 115
Port Larryhaven, AS 82375",False,capitalone.com/auto-loans,93
Yolanda Francis,37,technician,single,secondary,no,670,yes,no,8,may,78,3,-1,0,unknown,no,2815141828,dylan74@example.com,"53884 Gardner Common
Port Russellview, FL 02038",False,capitalone.com/auto-loans,93
Olivia Crane,38,admin.,divorced,secondary,no,661,yes,no,30,may,160,1,-1,0,unknown,no,6957797476,tammymeyer@example.com,"2082 Garrett Oval Suite 072
North Juan, TN 79558",False,capitalone.com/auto-loans,93
Andrew Cruz,30,admin.,married,secondary,no,4,no,no,7,may,172,8,-1,0,unknown,no,4862897339,aprilsmith@example.org,"452 Robert Haven Apt. 158
Martinezfort, WI 84556",False,capitalone.com/auto-loans,93
David Olson,32,admin.,divorced,secondary,no,-417,no,no,30,may,25,5,-1,0,unknown,no,4892747854,lisa79@example.com,"777 Meyers Squares
New Robert, MS 36052",False,capitalone.com/auto-loans,93
Alan Spence,39,services,divorced,primary,no,471,yes,no,6,may,161,2,-1,0,unknown,no,8592051038,williamsjennifer@example.com,"79155 Lopez Greens
Lake Dana, MD 53636",False,capitalone.com/auto-loans,92
Joe Jones,33,blue-collar,married,primary,no,3868,yes,no,2,jun,445,1,-1,0,unknown,no,2365175237,justin36@example.com,"709 Philip Glens
Fergusonhaven, SC 47621",False,capitalone.com/auto-loans,92
Julie Robertson,45,technician,divorced,secondary,no,159,yes,no,26,may,66,3,-1,0,unknown,no,7463310593,smcclain@example.org,"743 Small Forges Apt. 667
New Jessestad, ME 53711",False,capitalone.com/auto-loans,92
Mr. Manuel Miller,42,blue-collar,married,primary,no,223,yes,no,7,may,41,3,-1,0,unknown,no,6398544732,paulawilson@example.com,"PSC 8028, Box 1289
APO AP 34635",False,capitalone.com/auto-loans,92
Cynthia Riddle,46,services,married,secondary,no,216,yes,no,6,may,524,2,-1,0,unknown,no,9356540449,monica20@example.org,"PSC 4016, Box 3686
APO AA 54297",False,capitalone.com/auto-loans,92
Kristin Lopez,21,student,single,secondary,no,99,yes,no,13,may,49,1,-1,0,unknown,no,8153617972,bradley93@example.net,"PSC 7697, Box 6035
APO AP 99302",False,capitalone.com/auto-loans,92
Steven Jackson,30,management,single,tertiary,no,3625,yes,no,23,may,469,2,-1,0,unknown,no,2553605789,kaitlinhudson@example.org,"0257 Stephens Divide
Calebtown, MS 67131",False,capitalone.com/auto-loans,92
Allen Green,45,blue-collar,married,primary,no,333,yes,no,13,may,160,3,-1,0,unknown,no,7799061034,donald83@example.net,"3319 Kristen Ford
Lake Alexis, IL 73711",False,capitalone.com/auto-loans,92
Lisa Sherman,33,technician,single,secondary,no,513,yes,no,9,may,53,4,-1,0,unknown,no,5029163317,epacheco@example.org,"50805 Joseph Route
Wallton, IA 74306",False,capitalone.com/auto-loans,92
Alan Russell,44,services,divorced,secondary,no,-389,yes,yes,5,jun,52,1,-1,0,unknown,no,3389460168,fmorris@example.net,"990 Brent Cliffs Apt. 603
Port Leah, VT 09044",False,capitalone.com/auto-loans,92
Bonnie Cunningham,50,blue-collar,married,primary,no,2212,yes,no,15,may,116,1,-1,0,unknown,no,6116880787,ojensen@example.net,"6854 Pena Manors Apt. 800
Stevenborough, MD 58275",False,capitalone.com/auto-loans,91
Christopher Webb,46,blue-collar,married,primary,no,0,yes,yes,8,may,390,3,-1,0,unknown,no,5369214771,tannererin@example.org,"53741 Thomas Mall
West David, WI 11890",False,capitalone.com/auto-loans,91
Richard Brandt,39,management,married,tertiary,no,1598,yes,yes,27,may,87,3,-1,0,unknown,no,6169135264,porterdonald@example.com,"2216 Brianna Street Suite 839
New Shawnshire, ND 44094",False,capitalone.com/auto-loans,91
Daniel Morgan,36,management,married,tertiary,no,1014,yes,no,4,jun,34,2,-1,0,unknown,no,6339055127,ztucker@example.org,"15655 Michael Crest Suite 435
East Rhondaview, NC 83128",False,capitalone.com/auto-loans,91
Brandy Simmons,30,management,single,tertiary,no,6,yes,no,23,may,274,2,-1,0,unknown,no,9843203952,mhansen@example.org,"47113 Knight Knolls
Powellville, AS 07785",False,capitalone.com/auto-loans,91
William Mcguire,48,blue-collar,married,secondary,no,705,no,no,13,may,108,2,-1,0,unknown,no,3268970365,heathervaldez@example.net,"9450 Miller Ports Suite 860
Rodriguezmouth, OH 31296",False,capitalone.com/auto-loans,91
Robert Patterson,39,blue-collar,single,secondary,no,82,yes,no,8,may,147,5,-1,0,unknown,no,7929280033,sanchezkathleen@example.net,"005 Brian Camp Suite 140
South Mitchellmouth, FL 29846",False,capitalone.com/auto-loans,91
Christopher Perez,37,blue-collar,married,primary,no,178,yes,yes,9,jun,72,1,-1,0,unknown,no,7904733773,angela73@example.net,"PSC 6387, Box 2849
APO AA 14799",False,capitalone.com/auto-loans,90
Bryan Hensley,39,blue-collar,divorced,secondary,no,160,yes,no,30,may,151,2,-1,0,unknown,no,4757260106,peter07@example.org,"148 Arthur Underpass Suite 889
Martinview, NE 34911",False,capitalone.com/auto-loans,90
Jasmine Oliver,33,blue-collar,married,primary,yes,-744,yes,no,8,may,206,1,-1,0,unknown,no,4743103133,shirley69@example.com,"319 Martinez Meadow
Smithmouth, AZ 11988",False,capitalone.com/auto-loans,90
Kimberly Atkinson,36,management,married,tertiary,no,-825,no,no,27,may,95,1,-1,0,unknown,no,9716603407,bjohnson@example.com,"874 Perez Rue
West Elizabethchester, TN 28284",False,capitalone.com/auto-loans,90
Jose Lucas MD,42,blue-collar,married,secondary,no,-355,yes,yes,5,jun,939,6,-1,0,unknown,no,5545841232,faulknerdonna@example.org,"2314 Landry Overpass
Christopherfurt, LA 32004",False,capitalone.com/auto-loans,90
Debbie Valdez,27,technician,married,secondary,no,-302,yes,no,12,may,66,3,-1,0,unknown,no,7182849755,pcole@example.com,"520 Robinson Fort Suite 588
Port Brianfurt, NE 68652",False,capitalone.com/auto-loans,90
Kimberly Lambert,28,management,married,tertiary,no,102,yes,no,26,may,314,2,-1,0,unknown,no,7096883474,alexandra35@example.org,"235 Wang Ville Apt. 828
Rojasshire, IN 35332",False,capitalone.com/auto-loans,89
Paul Boyer,33,technician,single,secondary,no,1769,yes,no,20,may,181,1,-1,0,unknown,no,4166173502,charlesmichael@example.org,"9699 Brady Prairie Suite 719
New Jameston, MS 96820",False,capitalone.com/auto-loans,89
Denise Anderson,31,blue-collar,married,primary,no,2198,no,no,2,jun,532,2,-1,0,unknown,no,3877498286,owentroy@example.org,"1951 Lewis Field Apt. 525
South Gregory, WI 70571",False,capitalone.com/auto-loans,89
Linda Chambers,40,admin.,single,secondary,no,118,yes,no,8,may,383,3,-1,0,unknown,no,7354357258,johnathanjackson@example.org,"92575 Shannon Passage
South Scott, MD 57591",False,capitalone.com/auto-loans,89
Connor Price,39,blue-collar,married,secondary,no,804,yes,no,21,may,166,1,-1,0,unknown,no,8543426564,robert50@example.org,"052 Allison Gardens
Lake Susan, GA 49250",False,capitalone.com/auto-loans,88
Melody Hunt,47,blue-collar,married,secondary,no,1794,yes,yes,30,may,515,2,-1,0,unknown,no,5878557333,dgrant@example.com,"8219 May Throughway
New Zacharyfort, HI 92120",False,capitalone.com/auto-loans,88
Jason Rosales,36,unemployed,married,secondary,no,-872,yes,yes,21,may,153,1,-1,0,unknown,no,8705514575,ucole@example.com,"PSC 5790, Box 6343
APO AP 68684",False,capitalone.com/auto-loans,88
Belinda Carter,44,unemployed,married,secondary,no,728,yes,no,14,may,21,11,-1,0,unknown,no,8754414231,mariafernandez@example.com,"8137 Watts Stravenue
East Kimberly, NV 27720",False,capitalone.com/auto-loans,88
Jose Figueroa,58,retired,married,primary,no,269,yes,no,16,may,38,2,-1,0,unknown,no,9864837622,zmoon@example.net,"881 Velasquez Ports
Colemanland, MP 36952",False,capitalone.com/auto-loans,88
Carrie Gutierrez,37,technician,married,secondary,no,1,yes,no,6,may,608,1,-1,0,unknown,yes,5269067131,loweryheather@example.net,"367 Eileen Spring
North Rita, WA 89618",False,capitalone.com/auto-loans,88
Stefanie Cannon MD,42,unemployed,married,primary,no,259,yes,no,15,may,155,6,-1,0,unknown,no,8924990050,janderson@example.com,"32545 Lopez Crescent Apt. 376
Hammondchester, NE 20919",False,capitalone.com/auto-loans,88
Christy Howe,36,management,married,tertiary,no,1852,no,no,8,may,362,1,-1,0,unknown,no,6044463186,zjones@example.net,"84298 Samantha Burgs Suite 028
North Breannamouth, MA 91564",False,capitalone.com/auto-loans,88
Sandra Thomas,33,services,married,tertiary,no,546,yes,yes,9,may,253,1,-1,0,unknown,no,3485675359,pwagner@example.net,"234 Thomas Field Suite 635
East Stephaniechester, RI 85508",False,capitalone.com/auto-loans,88
Jeffery Lopez,59,management,single,secondary,no,671,yes,yes,15,may,157,5,-1,0,unknown,no,2016599237,brownmark@example.net,"42512 King Tunnel Apt. 185
New Kristen, FM 19273",False,capitalone.com/auto-loans,87
Maria Bryant,52,technician,married,secondary,no,598,no,no,14,may,266,2,-1,0,unknown,no,4852825692,johnsonmichael@example.org,"PSC 6284, Box 4083
APO AA 66904",False,capitalone.com/auto-loans,87
Laura Garcia,29,student,single,secondary,no,1093,yes,no,29,may,368,2,-1,0,unknown,no,9656618723,savagescott@example.com,"6386 Joanna Prairie
Joannechester, MI 85101",False,capitalone.com/auto-loans,87
Rebecca Coffey,27,technician,single,secondary,no,648,yes,no,28,may,198,3,-1,0,unknown,no,5854711840,harmonrichard@example.org,"862 James Gateway
Davidstad, AR 53795",False,capitalone.com/auto-loans,87
Joseph Benjamin Jr.,49,technician,married,primary,no,230,yes,no,8,may,96,1,-1,0,unknown,no,5173565276,stephanie91@example.org,"567 Travis Islands Apt. 285
East Ralphport, NV 13083",False,capitalone.com/auto-loans,87
Tony Ortiz,31,self-employed,single,tertiary,no,14692,yes,no,23,may,601,1,-1,0,unknown,no,2384940987,banksmaria@example.org,"2969 Mcdaniel Flats
Tanyahaven, WV 39253",False,capitalone.com/auto-loans,87
Shelia Turner,40,blue-collar,single,secondary,no,1101,yes,no,16,may,214,1,-1,0,unknown,no,4095312644,paul91@example.org,"688 Ronald Field
Port Alexander, MS 17817",False,capitalone.com/auto-loans,87
Christopher Harvey,58,retired,married,primary,no,235,yes,no,5,may,167,1,-1,0,unknown,no,9193292475,scott15@example.com,"4874 Mary Grove
Lake Joshua, AR 19548",False,capitalone.com/auto-loans,87
Mariah Jones,50,blue-collar,married,secondary,no,160,yes,no,13,may,334,1,-1,0,unknown,no,2158014794,leslieflores@example.org,"1325 Samuel Wall Apt. 306
South Scott, VI 41031",False,capitalone.com/auto-loans,87
Patrick Rogers,45,technician,single,secondary,no,1044,yes,no,3,jun,239,8,-1,0,unknown,no,6956490017,xsmith@example.org,"495 Mary Extensions Suite 635
Lake Davidstad, NM 28136",False,capitalone.com/auto-loans,86
Dawn Williams,41,services,married,secondary,no,1027,yes,no,2,jun,53,2,-1,0,unknown,no,3915092616,careycarolyn@example.org,"123 Moody Pass
Chasetown, WI 68508",False,capitalone.com/auto-loans,86
Teresa Jones,54,retired,married,secondary,no,-152,yes,yes,26,may,14,11,-1,0,unknown,no,7662303427,ashleyjohnson@example.com,"676 Paul Port
North Rogerland, AK 23630",False,capitalone.com/auto-loans,86
Teresa Gill,55,admin.,married,secondary,no,9039,yes,no,15,may,187,6,-1,0,unknown,no,9464284205,rebeccamcneil@example.org,"41955 Mary Mission Suite 101
Caseyton, OR 86677",False,capitalone.com/auto-loans,85
Regina King,31,management,married,tertiary,no,334,yes,no,13,may,449,1,-1,0,unknown,no,9513441161,brenda88@example.net,"95989 Nicholas Falls Apt. 950
Troyside, SD 34729",False,capitalone.com/auto-loans,85
Pamela Campbell,38,blue-collar,single,secondary,no,-1,yes,no,7,may,72,1,-1,0,unknown,no,9045774419,michael39@example.com,"784 Amy Dale Suite 107
Ginahaven, MH 60399",False,capitalone.com/auto-loans,85
Susan Williams,38,technician,married,secondary,no,508,yes,no,27,may,565,2,-1,0,unknown,no,4326789375,andersonbrandy@example.com,"8724 Stacy Wells
Lake Brad, MO 75536",False,capitalone.com/auto-loans,85
Grace Contreras,37,blue-collar,married,secondary,no,190,yes,no,9,may,83,2,-1,0,unknown,no,7882393526,danielle00@example.net,"766 David Motorway Suite 244
North Stephenton, WV 06407",False,capitalone.com/auto-loans,85
Stephen Freeman,21,blue-collar,single,secondary,no,-273,yes,yes,13,may,340,1,-1,0,unknown,no,4693858434,jroberts@example.net,"6433 Brown Junction
Robertville, GU 81896",False,capitalone.com/auto-loans,84
Jason Hanna,37,unemployed,single,secondary,no,1354,yes,no,4,jun,207,4,-1,0,unknown,no,2284757254,vdyer@example.net,"4241 Carlos Streets Suite 420
East Randalltown, SC 68441",False,capitalone.com/auto-loans,84
Sue Dunlap,28,technician,single,tertiary,no,-214,yes,no,12,may,140,3,-1,0,unknown,no,4403489710,rachel70@example.org,"Unit 8278 Box 6420
DPO AP 97491",False,capitalone.com/auto-loans,84
Jason Rivera,28,blue-collar,married,secondary,no,0,yes,no,26,may,245,3,-1,0,unknown,no,4064278697,ilogan@example.com,"8455 Carolyn Ridges
Lake Michaelmouth, OR 94029",False,capitalone.com/auto-loans,84
Nicole Douglas,50,housemaid,married,secondary,no,34,yes,no,5,jun,163,1,-1,0,unknown,no,3427018363,fitzgeraldsharon@example.org,"8474 Moreno Union Apt. 841
Elliottstad, OK 69044",False,capitalone.com/auto-loans,84
Diana Gonzales,34,blue-collar,married,secondary,no,457,yes,no,9,may,266,1,-1,0,unknown,no,5452896316,haley49@example.com,"0537 Collins Path Suite 550
Sarahberg, CA 49874",False,capitalone.com/auto-loans,84
Sarah Fitzgerald,32,admin.,divorced,secondary,no,-19,yes,no,30,may,97,2,-1,0,unknown,no,7404777545,wjames@example.com,"3514 White Meadows
Stephenshire, WV 85903",False,capitalone.com/auto-loans,84
Stephanie Lewis,30,services,married,tertiary,no,1380,yes,no,21,may,294,2,-1,0,unknown,no,9712973522,catherine05@example.net,"26921 Macdonald Trail Apt. 550
South Jill, KY 74449",False,capitalone.com/auto-loans,84
Jason Hart,49,admin.,married,secondary,no,1530,yes,no,15,may,173,1,-1,0,unknown,no,8699696182,hwarren@example.com,"3335 Carter Causeway Apt. 123
Matthewside, IN 04483",False,capitalone.com/auto-loans,84
Christopher Christensen,27,self-employed,married,secondary,no,-220,yes,no,26,may,138,2,-1,0,unknown,no,5825817283,wbell@example.net,"1093 Brady Orchard
North Tanya, AZ 23354",False,capitalone.com/auto-loans,84
Karen Quinn,48,blue-collar,married,primary,no,281,yes,no,19,may,100,3,-1,0,unknown,no,7057201196,hhowe@example.org,"1931 Fields Junction Suite 323
North Christopher, TX 74272",False,capitalone.com/auto-loans,83
Norman Drake,58,retired,married,secondary,no,1604,yes,no,2,jun,358,3,-1,0,unknown,no,7558638751,ryan91@example.com,"00495 Wendy Wells
West Karenbury, DC 87549",False,capitalone.com/auto-loans,83
Scott Smith,57,blue-collar,married,primary,no,831,no,no,9,jun,166,3,-1,0,unknown,no,9044283947,bclark@example.net,"712 Wang Manor
Arnoldchester, ND 66365",False,capitalone.com/auto-loans,83
Robert Mason,40,blue-collar,married,primary,no,919,yes,no,3,jun,327,2,-1,0,unknown,no,9477033566,kgould@example.com,"91785 Brandon Prairie
Lake Joshuaburgh, MT 37793",False,capitalone.com/auto-loans,83
Edward Santiago,58,entrepreneur,married,tertiary,no,7198,yes,no,21,may,44,5,-1,0,unknown,no,9724624462,theresa71@example.com,"91779 Stephanie Crest
Port Joel, PW 75309",False,capitalone.com/auto-loans,83
Tyler Russell,33,blue-collar,divorced,primary,no,-53,yes,no,26,may,369,1,-1,0,unknown,no,7882512721,kellymiller@example.net,"14481 Moreno Centers
Christopherberg, UT 92149",False,capitalone.com/auto-loans,83
Joel Arnold,26,housemaid,single,secondary,no,229,yes,no,30,may,60,16,-1,0,unknown,no,7008595010,owendonald@example.com,"096 Wilson Ridges
North Meghanberg, VT 56483",False,capitalone.com/auto-loans,83
Joseph Johnson,33,management,single,tertiary,no,2599,yes,no,23,may,328,3,-1,0,unknown,no,2673110300,megan49@example.org,"2573 Henry Creek Apt. 441
Jamesborough, NC 70541",False,capitalone.com/auto-loans,83
Nathan Nichols,30,technician,married,secondary,no,1168,yes,yes,21,may,361,1,-1,0,unknown,no,5645836338,heatherhood@example.org,"036 Rogers Drive Apt. 879
Lake Paulshire, ME 97989",False,capitalone.com/auto-loans,83
Benjamin James,38,blue-collar,married,secondary,no,0,yes,no,9,jun,254,1,-1,0,unknown,no,3232498766,elizabeth96@example.org,"343 Robert Fords Suite 579
Millerfort, OR 47643",False,capitalone.com/auto-loans,83
Lisa Young,55,blue-collar,married,secondary,no,471,yes,no,30,may,58,2,-1,0,unknown,no,7636458204,shawn30@example.org,"24380 David Crossing
Port Tonya, NM 07611",False,capitalone.com/auto-loans,83
Adam Friedman,26,services,single,tertiary,no,1624,yes,yes,28,may,438,1,-1,0,unknown,no,9126562161,jefferycollins@example.net,"7412 Stephanie Wall
Danielfurt, VT 15897",False,capitalone.com/auto-loans,83
April Bell,37,blue-collar,married,secondary,no,-4,yes,yes,29,may,381,1,-1,0,unknown,no,8666295586,colevictoria@example.net,"348 Townsend Extensions Apt. 497
Hicksfurt, IN 68365",False,capitalone.com/auto-loans,83
Garrett Arnold,29,blue-collar,married,secondary,no,2776,yes,no,27,may,233,1,-1,0,unknown,no,7098991758,wmiller@example.com,"87660 Allen Circles Suite 722
East Natalie, TX 28863",False,capitalone.com/auto-loans,83
Michael Williams,53,blue-collar,divorced,secondary,no,145,yes,no,8,may,193,1,-1,0,unknown,no,4576804020,courtney79@example.net,"7126 David Lights
Patelfurt, MA 38157",False,capitalone.com/auto-loans,82
Meghan Shaw,32,technician,single,secondary,no,287,yes,no,21,may,59,8,-1,0,unknown,no,4218106558,perrysarah@example.org,"654 Karen Meadow Suite 144
New Julieview, VT 30682",False,capitalone.com/auto-loans,82
Jonathan Jones,49,blue-collar,married,secondary,no,611,yes,yes,14,may,179,1,-1,0,unknown,no,3712802259,robert09@example.com,"Unit 4433 Box 5635
DPO AA 88382",False,capitalone.com/auto-loans,82
Ronald Hughes,59,blue-collar,married,primary,no,748,no,no,29,may,184,1,-1,0,unknown,no,7297550691,clopez@example.org,"USCGC Browning
FPO AE 62631",False,capitalone.com/auto-loans,81
